mgrb_entity_id,actor_type,source_actor_type,attempted,successfully_searched,query_method,query_value,executed_interface,online_api_status,gfw_vessel_id,gfw_identity_key,gfw_reported_name,gfw_reported_imo,gfw_reported_mmsi,gfw_reported_callsign,flag,vessel_class_or_type,first_available_date,last_available_date,match_status,match_confidence,resolution_status,match_scope,candidate_count,existing_census_source_ids,identifier_snowball_status,identifier_snowball_notes,discrepancy_notes
AMTI-MM-148,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412520433,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-149,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412524943,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
PLAN-533,PLAN,PLAN,YES,NO,OTHER,533,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,japan_joint_staff,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
PLAN-530,PLAN,PLAN,YES,NO,OTHER,530,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,japan_joint_staff,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
PLAN-796,PLAN,PLAN,YES,NO,OTHER,796,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,japan_joint_staff,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
PLAN-17,PLAN,PLAN,YES,NO,OTHER,17,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,japan_joint_staff,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-2304,CCG,CCG,YES,NO,OTHER,2304,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,taiwan_cga;amti_ccg_trackers,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-2502,CCG,CCG,YES,NO,OTHER,2502,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,taiwan_cga;amti_ccg_trackers,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
RV-ZSDX,RESEARCH_SURVEY,RESEARCH,YES,YES,MMSI,413263240,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,jiia_survey_reports,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
RV-XYH01,RESEARCH_SURVEY,RESEARCH,YES,YES,IMO,9779692,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,norc_shared_cruises;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
RV-XYH06,RESEARCH_SURVEY,RESEARCH,YES,YES,IMO,8875011,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,norc_shared_cruises,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
RV-XYH18,RESEARCH_SURVEY,RESEARCH,YES,YES,IMO,9769506,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,norc_shared_cruises,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
RV-XYH33,RESEARCH_SURVEY,RESEARCH,YES,YES,IMO,9364679,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
RV-XUELONG,RESEARCH_SURVEY,RESEARCH,YES,NO,NAME,Xue Long,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,pangaea_xue_long_2012;china_polar_data_center,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
RV-XUELONG2,RESEARCH_SURVEY,RESEARCH,YES,NO,IMO,9829241,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,china_polar_data_center,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
RV-DFH3,RESEARCH_SURVEY,RESEARCH,YES,NO,NAME,Dong Fang Hong 3,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,digital_south_china_sea,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
RV-HDZ8,RESEARCH_SURVEY,RESEARCH,YES,NO,NAME,Haiyang Dizhi 8,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,chinapower_incidents,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
RV-XYH03,RESEARCH_SURVEY,RESEARCH,YES,NO,NAME,Xiang Yang Hong 03,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,indonesia_bakamla,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
RV-YW3,RESEARCH_SURVEY,RESEARCH,YES,YES,IMO,8887935,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,vesselfinder,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
RV-YW5,RESEARCH_SURVEY,RESEARCH,YES,YES,IMO,9413054,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,vesselfinder,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
RV-YW6,RESEARCH_SURVEY,RESEARCH,YES,YES,IMO,9439527,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,vesselfinder,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
CCG-1306,CCG,CCG,YES,NO,OTHER,1306,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-1401,CCG,CCG,YES,NO,OTHER,1401,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-2305,CCG,CCG,YES,NO,OTHER,2305,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-2503,CCG,CCG,YES,NO,OTHER,2503,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-3102,CCG,CCG,YES,NO,OTHER,3102,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-3105,CCG,CCG,YES,NO,OTHER,3105,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-3107,CCG,CCG,YES,NO,OTHER,3107,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-3303,CCG,CCG,YES,NO,OTHER,3303,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-3304,CCG,CCG,YES,NO,OTHER,3304,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-3305,CCG,CCG,YES,NO,OTHER,3305,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-3308,CCG,CCG,YES,NO,OTHER,3308,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-35111,CCG,CCG,YES,NO,OTHER,35111,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-37111,CCG,CCG,YES,NO,OTHER,37111,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-3901,CCG,CCG,YES,NO,OTHER,3901,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-4203,CCG,CCG,YES,NO,OTHER,4203,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-4301,CCG,CCG,YES,NO,OTHER,4301,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-45111,CCG,CCG,YES,NO,OTHER,45111,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-46302,CCG,CCG,YES,NO,OTHER,46302,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-5202,CCG,CCG,YES,NO,OTHER,5202,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-5205,CCG,CCG,YES,NO,OTHER,5205,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-5303,CCG,CCG,YES,NO,OTHER,5303,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-5309,CCG,CCG,YES,NO,OTHER,5309,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-5402,CCG,CCG,YES,NO,OTHER,5402,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-5403,CCG,CCG,YES,NO,OTHER,5403,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-6307,CCG,CCG,YES,NO,OTHER,6307,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-21562,CCG,CCG,YES,NO,OTHER,21562,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
CCG-21563,CCG,CCG,YES,NO,OTHER,21563,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
